prise	1919 : I think he must have been trying to prise open that box yonder when he was attacked . — Sax Rohmer , The Quest of the Sacred Slipper .	(43, 48)	C. 1925 : Come , force the gates with crowbars , prise them apart ! — Jack Lindsay , translation of Lysistrata .	(49, 54)
range	The army maintains a missile range in the desert .	(29, 34)	Any good golf club will have a range where you can practice .	(31, 36)
matter	Physicists study both the nature of matter and the forces which govern it .	(36, 42)	Printed matter .	(8, 14)
volume	The volume of ticket sales decreased this week .	(4, 10)	The volume of exports .	(4, 10)
surface	The facts had been brought to the surface .	(34, 41)	Three quarters of the Earth 's surface is covered by water .	(31, 38)
interest	Victorian furniture is an interest of mine .	(26, 34)	In the common interest .	(14, 22)
sign	Those clouds show little sign of raining soon .	(25, 29)	Those clouds show signs of raining soon .	(18, 23)
scene	The most moving scene is the final one , where he realizes he has wasted his whole life .	(16, 21)	Their parting was a sad scene .	(24, 29)
luck	Gilbert had some bad luck yesterday — he got pick - pocketed and lost fifty dollars .	(21, 25)	I could n't believe my luck when I found a fifty dollar bill on the street .	(23, 27)
draw	Draw a card .	(0, 4)	To draw a memorial , a deed , or bill of exchange .	(3, 7)
limitation	The lawyer obtained impunity by dragging his obviously guilty client 's case beyond the 10 years limitation .	(97, 107)	Statute of limitations .	(11, 22)
behave	His mother threatened to spank him if he did n't behave .	(49, 55)	The children must learn to behave .	(27, 33)
render	Render fat in a casserole .	(0, 6)	They had to render the estate .	(12, 18)
stress	Some people put the stress on the first syllable of “ controversy ” ; others put it on the second .	(20, 26)	Go easy on him , he 's been under a lot of stress lately .	(43, 49)
inventory	They stopped selling in exact sizes in order to reduce inventory .	(55, 64)	Due to an undersized inventory at the Boston outlet , customers had to travel to Providence to find the item .	(21, 30)
apology	He wrote a letter of apology to the hostess .	(21, 28)	The CEO made a public apology for the scandal , and promised full cooperation with the authorities .	(22, 29)
cover	Cover her face with a handkerchief .	(0, 5)	Count the cash in the drawer twice just to cover yourself .	(43, 48)
run	The sale will run for ten days .	(14, 17)	The film runs 5 hours .	(9, 13)
melt	When the weather is warm , the snowman will disappear ; he will melt .	(64, 68)	Melt butter .	(0, 4)
sophisticate	Yet Butler professes to stick to plain facts , not to sophisticate , not to refine . — M. Arnold .	(54, 66)	Their manners had sophisticated the young girls .	(18, 31)
know	I know him under a different name .	(2, 6)	We know this movie .	(3, 7)
wander	To wander over the fields .	(3, 9)	Jews were wandering .	(10, 19)
wall	The south wall had a small window .	(10, 14)	Stomach walls .	(8, 13)
break	If the vase falls to the floor , it might break .	(42, 47)	He broke the glass plate .	(3, 8)
stream	Stream of consciousness .	(0, 6)	A stream of people emptied from the terminal .	(2, 8)
give	I 'm going to give my wife a necklace for her birthday .	(14, 18)	He gives of his energies to the organization .	(3, 8)
draw	A ship 's sail is said to draw when it is filled with wind .	(26, 30)	The nurse drew blood .	(10, 14)
fall	Fall prey to an imposter .	(0, 4)	She fell ill .	(4, 8)
tell	Can you tell whether those flowers are real or silk , from this distance ?	(8, 12)	No , there 's no way to tell .	(24, 28)
crack	To crack a whip .	(3, 8)	Registrations cracked through the 30,000 mark in the county .	(14, 21)
experience	It was an experience he would not soon forget .	(10, 20)	He had a religious experience .	(19, 29)
way	Come this way and I 'll show you a shortcut .	(10, 13)	He said he was looking for the way out .	(31, 34)
substitute	The young teacher had to substitute for the sick colleague .	(25, 35)	The skim milk substitutes for cream -- we are on a strict diet .	(14, 25)
scale	They entertained on a grand scale .	(28, 33)	The magnitude of an earthquake is measured on the open-ended Richter scale .	(69, 74)
suspect	I suspect he is a fugitive .	(2, 9)	To suspect the presence of disease .	(3, 10)
suffer	We hope you never have to suffer the same pain .	(26, 32)	He suffered the penalty .	(3, 11)
account	He asked to see the executive who handled his account .	(46, 53)	He predicted that although it is of small account now it will rapidly increase in importance .	(42, 49)
party	The party of the first part .	(4, 9)	The green party took 12 % of the vote .	(10, 15)
offer	Offer prayers to the gods .	(0, 5)	The Shakespeare Company is offering ` King Lear ' this month .	(27, 35)
support	They developed a scheme of mutual support .	(34, 41)	The government provides support to the arts in several ways .	(24, 31)
catch	Ears open to catch every sound .	(13, 18)	I caught the aroma of coffee .	(2, 8)
say	What does the law say ?	(18, 21)	The registrar says that I owe the school money .	(14, 18)
ditch	Ditch a plane .	(0, 5)	Ditch a car .	(0, 5)
history	A critical time in the school 's history .	(33, 40)	History repeats itself if we do n't learn from its mistakes .	(0, 7)
roll	Roll out the paper .	(0, 4)	The drawer rolled open .	(11, 17)
follow	We must follow closely the economic development is Cuba .	(8, 14)	A terrible tsunami followed the earthquake .	(19, 27)
masquerade	That masquerade of misrepresentation which invariably accompanied the political eloquence of Rome-Thomas de Quincey .	(5, 15)	A beggar 's masquerade of wealth .	(12, 22)
be	I may be an hour .	(6, 8)	Where is my umbrella ? " " The toolshed is in the back .	(6, 8)
action	The piano had a very stiff action .	(27, 33)	Recent federal action undermined the segregationist position .	(15, 21)
stiff	A working stiff .	(10, 15)	A lucky stiff .	(8, 13)
language	The speed with which a program can be executed depends on the language in which it is written .	(62, 70)	Language sets homo sapiens apart from all other animals .	(0, 8)
deal	It was a package deal .	(17, 21)	He rose to prominence through a series of shady deals .	(48, 53)
drill	Drill for oil .	(0, 5)	Do n't drill here , there 's a gas pipe .	(7, 12)
course	The ship changed its course 15 degrees towards south .	(21, 27)	The river takes a southern course .	(27, 33)
draw	Draw water from a well .	(0, 4)	Draw parallels .	(0, 4)
have	The only girl who would have him was the miller 's daughter .	(24, 28)	Have a lover .	(0, 4)
apply	Apply for a job .	(0, 5)	She applied for college .	(4, 11)
face	Dew dripped from the face of the leaf .	(21, 25)	They climbed the north face of the mountain .	(23, 27)
rest	The boulder came to rest just behind the house after rolling down the mountain .	(20, 24)	A body will continue in a state of rest until acted upon .	(35, 39)
exclude	To exclude young animals from the womb or from eggs .	(3, 10)	The unruly student was excluded from the game .	(23, 31)
line	He drew a line on the chart .	(10, 14)	His face has many lines .	(18, 23)
light	There was a light at every corner .	(12, 17)	They played as long as it was light .	(30, 35)
hour	The job will take more than an hour .	(31, 35)	I spent an hour at lunch .	(11, 15)
get	You need to get permission to leave early .	(12, 15)	He got 5 years in prison .	(3, 6)
consult	You should consult the dictionary .	(11, 18)	Men forgot , or feared , to consult .	(28, 35)
turn	Turn your palm this way .	(0, 4)	Turn a key .	(0, 4)
drag	Drag this icon to the lower right hand corner of the screen .	(0, 4)	He dragged the big suitcase behind him .	(3, 10)
leave	She did n't leave until midnight .	(12, 17)	Leave the flowers that you see in the park behind .	(0, 5)
check	Check into the rumor .	(0, 5)	Check the time of the class .	(0, 5)
stage	The stage pulled into town carrying the payroll for the mill and three ladies .	(4, 9)	At what stage are the social sciences ?	(8, 13)
extension	The wire has an extension of 50 feet .	(16, 25)	Extension of the program to all in need .	(0, 9)
stand	We had to stand for the entire performance !	(10, 15)	The statue stood on the corner .	(11, 16)
rate	The literacy rate .	(13, 17)	The rate of production at the factory is skyrocketing .	(4, 8)
disperse	Disperse particles .	(0, 8)	The Jews are dispersed among all nations .	(13, 22)
wound	Deep in her breast lives the silent wound .	(36, 41)	He feared that mentioning it might reopen the wound .	(46, 51)
cover	Does my policy cover accidental loss ?	(15, 20)	The female covers the eggs .	(11, 17)
variant	The word " kerosine " is a variant of “ kerosene ” .	(27, 34)	A variant of the same word .	(2, 9)
volume	The letter " G " was found in volume 4 .	(30, 36)	Please turn down the volume on the stereo .	(21, 27)
set	A set of golf clubs .	(2, 5)	He gave a final set to his hat .	(16, 19)
click	Xhosa speakers click .	(15, 20)	Click ! The door opened .	(0, 5)
tone	He spoke in a nervous tone of voice .	(22, 26)	He began in a conversational tone .	(29, 33)
heart	A five-pound beef heart will serve six .	(18, 23)	He drew a heart and called it a valentine .	(10, 15)
remove	Remove a threat .	(0, 6)	He removed the marbles from the bag .	(3, 10)
go	Messages must go through diplomatic channels .	(14, 16)	We should go farther in this matter .	(10, 12)
wall	We 're adding another wall in this room during the remodeling .	(22, 26)	The walls were covered with pictures .	(4, 9)
leave	Leave the flowers that you see in the park behind .	(0, 5)	Unfortunately , this cleaning product leaves behind a noticeable residue .	(38, 44)
difference	The difference in her is amazing .	(4, 14)	It just wo n't make much of a difference to anyone .	(30, 40)
go	Can I go now ?	(6, 8)	It 's your turn ; go .	(18, 20)
stretch	Let 's stretch for a minute -- we've been sitting here for over 3 hours .	(7, 14)	Stretch your arms out above your head .	(0, 7)
burn	Burn garbage .	(0, 4)	She was burning with anger .	(8, 15)
edge	The edge of the leaf is wavy .	(4, 8)	The water 's edge .	(13, 17)
arouse	To arouse anger .	(3, 9)	Arouse pity .	(0, 6)
catch	Did you catch that allusion ?	(8, 13)	I have to catch a train at 7 o'clock .	(10, 15)
drink	Can I buy you a drink ?	(16, 21)	He jumped into the drink and had to be rescued .	(19, 24)
run	The crowd had to run away from the burning structure with only the clothes on their backs .	(17, 20)	If you see this man , run !	(22, 25)
wall	A wall of water .	(2, 6)	The south wall had a small window .	(10, 14)
cover	The grant does n't cover my salary .	(19, 24)	The second officer covered the top floor .	(19, 26)
line	Toe the line .	(8, 12)	A washing line .	(10, 14)
translate	Is there a need to translate the psychiatrist 's remarks ?	(19, 28)	Can you translate the instructions in this manual for a layman ?	(8, 17)
do	What makes her do this way ?	(15, 17)	A ' B ' grade does n't suffice to get me into medical school .	(14, 18)
hurl	A hurl of abuse .	(2, 6)	He managed a hurl of 50.3 metres .	(13, 17)
admit	To admit a serious thought into the mind .	(3, 8)	They were admitted into his house .	(10, 18)
interrupt	Do n't interrupt me when I 'm reading .	(7, 16)	We interrupt the program for the following messages .	(3, 12)
admit	We can not admit non-members into our club building .	(11, 16)	She admitted us .	(4, 12)
account	He predicted that although it is of small account now it will rapidly increase in importance .	(42, 49)	The account of his speech that was given on the evening news made the governor furious .	(4, 11)
carry	You must carry your camping gear .	(9, 14)	Amanda carried the package from home .	(7, 14)
strike	We will strike a medal in your honour .	(8, 14)	The boxer struck the attacker dead .	(10, 16)
make	This invention will make you a millionaire .	(20, 24)	Make yourself clear .	(0, 4)
light	I 'm really seeing you in a different light today .	(38, 43)	The light of my life .	(4, 9)
pay	Pay an obligation .	(0, 3)	Pay a debt .	(0, 3)
carry	Carry the suitcases to the car .	(0, 5)	Amanda carried the package from home to New York .	(7, 14)
dress	Dress a turkey .	(0, 5)	Dress the patient .	(0, 5)
carry	Carry the suitcases to the car .	(0, 5)	These pipes carry waste water into the river .	(12, 17)
pull	Pull a chicken .	(0, 4)	The car pulls to the right .	(8, 13)
drop	Drop him from the Republican ticket .	(0, 4)	The cow dropped her calf this morning .	(8, 15)
